Name,DecoName,RequireOption,Hidden,AutoOption,Level,OptionType,AssetFile,AssetExportName,AssetFrame,AssetDepth,AssetPlaceholder,Color,TintSymbolName,TID
Pond_Lvl3_Fountain_Color1,Pond,Pond_Lvl1_Fountain,,Pond_Lvl3_ALL,3,Tint,,,,,,DarkGrey1,BaseTint01,TID_CUSTOM_DECORATIONS_OPTIONS_DARKGREY
Pond_Lvl3_Fountain_Color2,Pond,Pond_Lvl1_Fountain,,Pond_Lvl3_ALL,3,Tint,,,,,,Tree_Redbrown,BaseTint01,TID_CUSTOM_DECORATIONS_OPTIONS_BROWN
Pond_Lvl3_Fountain_Color3,Pond,Pond_Lvl1_Fountain,,Pond_Lvl3_ALL,3,Tint,,,,,,Tree_Gray,BaseTint01,TID_CUSTOM_DECORATIONS_OPTIONS_GREY
,,,,,,,,,,,,,,
Pond_Lvl3_Birdbath_Color1,Pond,Pond_Lvl1_Birdbath,,Pond_Lvl3_ALL,3,Tint,,,,,,LightGrey1,BirdbathTint02,TID_CUSTOM_DECORATIONS_OPTIONS_SILVER
Pond_Lvl3_Birdbath_Color2,Pond,Pond_Lvl1_Birdbath,,Pond_Lvl3_ALL,3,Tint,,,,,,GreenYellow1,BirdbathTint02,TID_CUSTOM_DECORATIONS_OPTIONS_GREEN
Pond_Lvl3_Birdbath_Color3,Pond,Pond_Lvl1_Birdbath,,Pond_Lvl3_ALL,3,Tint,,,,,,Gold1,BirdbathTint02,TID_CUSTOM_DECORATIONS_OPTIONS_GOLD
,,,,,,,,,,,,,,
Pond_Lvl4_Pagoda_Deco1,Pond,Pond_Lvl1_Pagoda,,,4,LevelAsset,sc/decos05_modular.sc,lvl1_pagoda,Deco1,,,,,TID_CUSTOM_DECORATIONS_OPTIONS_MOSS
Pond_Lvl4_Pagoda_Deco2,Pond,Pond_Lvl1_Pagoda,,,4,LevelAsset,sc/decos05_modular.sc,lvl1_pagoda,Deco2,,,,,TID_CUSTOM_DECORATIONS_OPTIONS_MAGNOLIAFLOWERS
Pond_Lvl4_Pagoda_Deco3,Pond,Pond_Lvl1_Pagoda,,,4,LevelAsset,sc/decos05_modular.sc,lvl1_pagoda,Deco3,,,,,TID_CUSTOM_DECORATIONS_OPTIONS_JACARANDAFLOWERS
,,,,,,,,,,,,,,
Pond_Lvl4_Fountain_Deco1,Pond,Pond_Lvl1_Fountain,,,4,LevelAsset,sc/decos05_modular.sc,lvl1_fountain,Deco1,,,,,TID_CUSTOM_DECORATIONS_OPTIONS_MOSS
Pond_Lvl4_Fountain_Deco2,Pond,Pond_Lvl1_Fountain,,,4,LevelAsset,sc/decos05_modular.sc,lvl1_fountain,Deco2,,,,,TID_CUSTOM_DECORATIONS_OPTIONS_CHERRYFLOWERS
Pond_Lvl4_Fountain_Deco3,Pond,Pond_Lvl1_Fountain,,,4,LevelAsset,sc/decos05_modular.sc,lvl1_fountain,Deco3,,,,,TID_CUSTOM_DECORATIONS_OPTIONS_JACARANDAFLOWERS
,,,,,,,,,,,,,,
Pond_Lvl4_Birdbath_Deco1,Pond,Pond_Lvl1_Birdbath,,,4,LevelAsset,sc/decos05_modular.sc,lvl1_birdbath,Deco1,,,,,TID_CUSTOM_DECORATIONS_OPTIONS_CHERRYFLOWERS
Pond_Lvl4_Birdbath_Deco2,Pond,Pond_Lvl1_Birdbath,,,4,LevelAsset,sc/decos05_modular.sc,lvl1_birdbath,Deco2,,,,,TID_CUSTOM_DECORATIONS_OPTIONS_JACARANDAFLOWERS
Pond_Lvl4_Birdbath_Deco3,Pond,Pond_Lvl1_Birdbath,,,4,LevelAsset,sc/decos05_modular.sc,lvl1_birdbath,Deco3,,,,,TID_CUSTOM_DECORATIONS_OPTIONS_MAGNOLIAFLOWERS
,,,,,,,,,,,,,,
Pond_Lvl4_Pagoda_Deco1_Color1,Pond,Pond_Lvl4_Pagoda_Deco1,,,4,Tint,,,,,,GreenYellow1,MossTint01,TID_CUSTOM_DECORATIONS_OPTIONS_BRIGHTGREEN
Pond_Lvl4_Pagoda_Deco1_Color2,Pond,Pond_Lvl4_Pagoda_Deco1,,,4,Tint,,,,,,Orange1,MossTint01,TID_CUSTOM_DECORATIONS_OPTIONS_GOLDEN
Pond_Lvl4_Pagoda_Deco1_Color3,Pond,Pond_Lvl4_Pagoda_Deco1,,,4,Tint,,,,,,Tree_Brown,MossTint01,TID_CUSTOM_DECORATIONS_OPTIONS_BROWN
,,,,,,,,,,,,,,
Pond_Lvl4_Pagoda_Deco2_Color1,Pond,Pond_Lvl4_Pagoda_Deco2,,,4,Tint,,,,,,Pink1,MagnoliaTint01,TID_CUSTOM_DECORATIONS_OPTIONS_PINK
,,,,,,,,,,,,Pink2,MagnoliaTint02,
Pond_Lvl4_Pagoda_Deco2_Color2,Pond,Pond_Lvl4_Pagoda_Deco2,,,4,Tint,,,,,,Magenta1,MagnoliaTint01,TID_CUSTOM_DECORATIONS_OPTIONS_MAGENTA
,,,,,,,,,,,,Magenta2,MagnoliaTint02,
Pond_Lvl4_Pagoda_Deco2_Color3,Pond,Pond_Lvl4_Pagoda_Deco2,,,4,Tint,,,,,,Blue1,MagnoliaTint01,TID_CUSTOM_DECORATIONS_OPTIONS_BLUE
,,,,,,,,,,,,Blue2,MagnoliaTint02,
,,,,,,,,,,,,,,
Pond_Lvl4_Pagoda_Deco3_Color1,Pond,Pond_Lvl4_Pagoda_Deco3,,,4,Tint,,,,,,Pink1,FlowerTint01,TID_CUSTOM_DECORATIONS_OPTIONS_PINK
,,,,,,,,,,,,Pink2,FlowerTint02,
Pond_Lvl4_Pagoda_Deco3_Color2,Pond,Pond_Lvl4_Pagoda_Deco3,,,4,Tint,,,,,,Magenta1,FlowerTint01,TID_CUSTOM_DECORATIONS_OPTIONS_MAGENTA
,,,,,,,,,,,,Magenta2,FlowerTint02,
Pond_Lvl4_Pagoda_Deco3_Color3,Pond,Pond_Lvl4_Pagoda_Deco3,,,4,Tint,,,,,,Blue1,FlowerTint01,TID_CUSTOM_DECORATIONS_OPTIONS_BLUE
,,,,,,,,,,,,Blue2,FlowerTint02,
,,,,,,,,,,,,,,
Pond_Lvl4_Fountain_Deco1_Color1,Pond,Pond_Lvl4_Fountain_Deco1,,,4,Tint,,,,,,GreenYellow1,MossTint01,TID_CUSTOM_DECORATIONS_OPTIONS_BRIGHTGREEN
Pond_Lvl4_Fountain_Deco1_Color2,Pond,Pond_Lvl4_Fountain_Deco1,,,4,Tint,,,,,,Orange1,MossTint01,TID_CUSTOM_DECORATIONS_OPTIONS_GOLDEN
Pond_Lvl4_Fountain_Deco1_Color3,Pond,Pond_Lvl4_Fountain_Deco1,,,4,Tint,,,,,,Tree_Brown,MossTint01,TID_CUSTOM_DECORATIONS_OPTIONS_BROWN
,,,,,,,,,,,,,,
Pond_Lvl4_Fountain_Deco2_Color1,Pond,Pond_Lvl4_Fountain_Deco2,,,4,Tint,,,,,,Yellow1,SeedTint01,TID_CUSTOM_DECORATIONS_OPTIONS_WHITE
,,,,,,,,,,,,Beige1,FlowerTint01,
Pond_Lvl4_Fountain_Deco2_Color2,Pond,Pond_Lvl4_Fountain_Deco2,,,4,Tint,,,,,,Orange1,SeedTint01,TID_CUSTOM_DECORATIONS_OPTIONS_PINK
,,,,,,,,,,,,Pink1,FlowerTint01,
Pond_Lvl4_Fountain_Deco2_Color3,Pond,Pond_Lvl4_Fountain_Deco2,,,4,Tint,,,,,,Gold1,SeedTint01,TID_CUSTOM_DECORATIONS_OPTIONS_BLUE
,,,,,,,,,,,,Blue1,FlowerTint01,
,,,,,,,,,,,,,,
Pond_Lvl4_Fountain_Deco3_Color1,Pond,Pond_Lvl4_Fountain_Deco3,,,4,Tint,,,,,,Pink1,FlowerTint01,TID_CUSTOM_DECORATIONS_OPTIONS_PINK
,,,,,,,,,,,,Pink2,FlowerTint02,
Pond_Lvl4_Fountain_Deco3_Color2,Pond,Pond_Lvl4_Fountain_Deco3,,,4,Tint,,,,,,Magenta1,FlowerTint01,TID_CUSTOM_DECORATIONS_OPTIONS_MAGENTA
,,,,,,,,,,,,Magenta2,FlowerTint02,
Pond_Lvl4_Fountain_Deco3_Color3,Pond,Pond_Lvl4_Fountain_Deco3,,,4,Tint,,,,,,Blue1,FlowerTint01,TID_CUSTOM_DECORATIONS_OPTIONS_BLUE
,,,,,,,,,,,,Blue2,FlowerTint02,
,,,,,,,,,,,,,,
Pond_Lvl4_Birdbath_Deco1_Color1,Pond,Pond_Lvl4_Birdbath_Deco1,,,4,Tint,,,,,,Yellow1,SeedTint01,TID_CUSTOM_DECORATIONS_OPTIONS_WHITE
,,,,,,,,,,,,Beige1,FlowerTint01,
Pond_Lvl4_Birdbath_Deco1_Color2,Pond,Pond_Lvl4_Birdbath_Deco1,,,4,Tint,,,,,,Orange1,SeedTint01,TID_CUSTOM_DECORATIONS_OPTIONS_PINK
,,,,,,,,,,,,Pink1,FlowerTint01,
Pond_Lvl4_Birdbath_Deco1_Color3,Pond,Pond_Lvl4_Birdbath_Deco1,,,4,Tint,,,,,,Gold1,SeedTint01,TID_CUSTOM_DECORATIONS_OPTIONS_BLUE
,,,,,,,,,,,,Blue1,FlowerTint01,
,,,,,,,,,,,,,,
Pond_Lvl4_Birdbath_Deco2_Color1,Pond,Pond_Lvl4_Birdbath_Deco2,,,4,Tint,,,,,,Pink1,FlowerTint01,TID_CUSTOM_DECORATIONS_OPTIONS_PINK
,,,,,,,,,,,,Pink2,FlowerTint02,
Pond_Lvl4_Birdbath_Deco2_Color2,Pond,Pond_Lvl4_Birdbath_Deco2,,,4,Tint,,,,,,Magenta1,FlowerTint01,TID_CUSTOM_DECORATIONS_OPTIONS_MAGENTA
,,,,,,,,,,,,Magenta2,FlowerTint02,
Pond_Lvl4_Birdbath_Deco2_Color3,Pond,Pond_Lvl4_Birdbath_Deco2,,,4,Tint,,,,,,Blue1,FlowerTint01,TID_CUSTOM_DECORATIONS_OPTIONS_BLUE
,,,,,,,,,,,,Blue2,FlowerTint02,
,,,,,,,,,,,,,,
Pond_Lvl4_Birdbath_Deco3_Color1,Pond,Pond_Lvl4_Birdbath_Deco3,,,4,Tint,,,,,,Pink1,MagnoliaTint01,TID_CUSTOM_DECORATIONS_OPTIONS_PINK
,,,,,,,,,,,,Pink1,MagnoliaTint02,
,,,,,,,,,,,,Pink2,MagnoliaTint03,
Pond_Lvl4_Birdbath_Deco3_Color2,Pond,Pond_Lvl4_Birdbath_Deco3,,,4,Tint,,,,,,Magenta1,MagnoliaTint01,TID_CUSTOM_DECORATIONS_OPTIONS_MAGENTA
,,,,,,,,,,,,Magenta1,MagnoliaTint02,
,,,,,,,,,,,,Magenta2,MagnoliaTint03,
Pond_Lvl4_Birdbath_Deco3_Color3,Pond,Pond_Lvl4_Birdbath_Deco3,,,4,Tint,,,,,,Blue1,MagnoliaTint01,TID_CUSTOM_DECORATIONS_OPTIONS_BLUE
,,,,,,,,,,,,Blue1,MagnoliaTint02,
,,,,,,,,,,,,Blue2,MagnoliaTint03,
,,,,,,,,,,,,,,
Pond_Lvl5_ALL,Pond,,TRUE,,5,LevelAsset,sc/decos05_modular.sc,lvl0_ground_b,Lvl4,0,,,,
,,,,,,,sc/decos05_modular.sc,lvl0_ground_f,Lvl4,9,,,,
,,,,,,,,,,,,,,
Pond_Lvl5_StoneEdge,Pond,,,Pond_Lvl5_ALL,5,Asset,sc/decos05_modular.sc,lvl5_stone_edge_b,Lvl1,1,,,,TID_MODULAR_POND_LVL5_STONEEDGE
,,,,,,,sc/decos05_modular.sc,lvl5_stone_edge_f,Lvl1,13,,,,
,,,,,,,,,,,,,,
Pond_Lvl5_MosaicEdge,Pond,,,Pond_Lvl5_ALL,5,Asset,sc/decos05_modular.sc,lvl5_mosaic_edge_b,Lvl1,1,,,,TID_MODULAR_POND_LVL5_MOSAICEDGE
,,,,,,,sc/decos05_modular.sc,lvl5_mosaic_edge_f,Lvl1,10,,,,
,,,,,,,,,,,,,,
Pond_Lvl5_Fence,Pond,,,Pond_Lvl5_ALL,5,Asset,sc/decos05_modular.sc,lvl5_fence_b,Lvl1,1,,,,TID_MODULAR_POND_LVL5_FENCE
,,,,,,,sc/decos05_modular.sc,lvl5_fence_f,Lvl1,13,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Pond_Lvl5_StoneEdge_Color1,Pond,Pond_Lvl5_StoneEdge,,,5,Tint,,,,,,Brown2,StonesTint01,TID_CUSTOM_DECORATIONS_OPTIONS_BROWN
,,,,,,,,,,,,Brown2,StonesTint02,
Pond_Lvl5_StoneEdge_Color2,Pond,Pond_Lvl5_StoneEdge,,,5,Tint,,,,,,LightGreyBlue1,StonesTint01,TID_CUSTOM_DECORATIONS_OPTIONS_WHITE
,,,,,,,,,,,,LightGreyBlue1,StonesTint02,
Pond_Lvl5_StoneEdge_Color3,Pond,Pond_Lvl5_StoneEdge,,,5,Tint,,,,,,DarkGrey1,StonesTint01,TID_CUSTOM_DECORATIONS_OPTIONS_DARKGREY
,,,,,,,,,,,,DarkGrey1,StonesTint02,
,,,,,,,,,,,,,,
Pond_Lvl5_MosaicEdge_Color1,Pond,Pond_Lvl5_MosaicEdge,,,5,Tint,,,,,,DarkGrey2,BorderTint01,TID_CUSTOM_DECORATIONS_OPTIONS_BLUE
,,,,,,,,,,,,BlueGrey1,EdgeTint01,
,,,,,,,,,,,,BlueGrey1,EdgeTint02,
,,,,,,,,,,,,LightGreyBlue1,BgTint01,
Pond_Lvl5_MosaicEdge_Color2,Pond,Pond_Lvl5_MosaicEdge,,,5,Tint,,,,,,Tree_Gray,BorderTint01,TID_CUSTOM_DECORATIONS_OPTIONS_DARKGREY
,,,,,,,,,,,,Grey1,EdgeTint01,
,,,,,,,,,,,,Grey1,EdgeTint02,
,,,,,,,,,,,,LightGreyBlue1,BgTint01,
Pond_Lvl5_MosaicEdge_Color3,Pond,Pond_Lvl5_MosaicEdge,,,5,Tint,,,,,,Tree_Terracotta2,BorderTint01,TID_CUSTOM_DECORATIONS_OPTIONS_BROWN
,,,,,,,,,,,,Brown2,EdgeTint01,
,,,,,,,,,,,,Brown2,EdgeTint02,
,,,,,,,,,,,,Brown3,BgTint01,
,,,,,,,,,,,,,,
Pond_Lvl5_Fence_Color1,Pond,Pond_Lvl5_Fence,,,5,Tint,,,,,,DarkGrey2,FenceTint01,TID_CUSTOM_DECORATIONS_OPTIONS_DARKGREY
,,,,,,,,,,,,Gold1,FenceTint02,
,,,,,,,,,,,,LightGreyBlue1,BgTint01,
Pond_Lvl5_Fence_Color2,Pond,Pond_Lvl5_Fence,,,5,Tint,,,,,,Orange2,FenceTint01,TID_CUSTOM_DECORATIONS_OPTIONS_COPPER
,,,,,,,,,,,,Gold1,FenceTint02,
,,,,,,,,,,,,LightGrey1,BgTint01,
Pond_Lvl5_Fence_Color3,Pond,Pond_Lvl5_Fence,,,5,Tint,,,,,,Brown1,FenceTint01,TID_CUSTOM_DECORATIONS_OPTIONS_BRONZE
,,,,,,,,,,,,Orange1,FenceTint02,
,,,,,,,,,,,,Beige1,BgTint01,
,,,,,,,,,,,,,,
Pond_Lvl6_ALL,Pond,,TRUE,,6,LevelAsset,sc/decos05_modular.sc,lvl0_ground_b,,0,,,,
,,,,,,,sc/decos05_modular.sc,lvl0_ground_f,,9,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Pond_Lvl6_Pond,Pond,,,Pond_Lvl6_ALL,6,Asset,sc/decos05_modular.sc,lvl6_pond,Lvl1,0,,,,TID_MODULAR_POND_LVL6_POND
,,,,,,,sc/decos05_modular.sc,lvl6_pond_ripples,Lvl1,3,,,,
,,,,,,,sc/decos05_modular.sc,lvl6_water_lettuce_b,Lvl1,4,,,,
,,,,,,,sc/decos05_modular.sc,lvl6_water_lettuce_f,Lvl1,11,,,,
,,,,,,,,,,,,,,
Pond_Lvl6_Sand,Pond,,,Pond_Lvl6_ALL,6,Asset,sc/decos05_modular.sc,lvl6_sand,Lvl1,0,,,,TID_MODULAR_POND_LVL6_SAND
,,,,,,,,,,,,,,
Pond_Lvl6_MosaicCenter,Pond,,,Pond_Lvl6_ALL,6,Asset,sc/decos05_modular.sc,lvl6_mosaic_center,Lvl1,0,,,,TID_MODULAR_POND_LVL5_MOSAICEDGE
,,,,,,,,,,,,,,
Pond_Lvl6_Pond_Color1,Pond,Pond_Lvl6_Pond,,,6,Tint,,,,,,GreenYellow1,LettuceTint01,TID_CUSTOM_DECORATIONS_OPTIONS_BRIGHTGREEN
Pond_Lvl6_Pond_Color2,Pond,Pond_Lvl6_Pond,,,6,Tint,,,,,,Green1,LettuceTint01,TID_CUSTOM_DECORATIONS_OPTIONS_GREEN
Pond_Lvl6_Pond_Color3,Pond,Pond_Lvl6_Pond,,,6,Tint,,,,,,Orange1,LettuceTint01,TID_CUSTOM_DECORATIONS_OPTIONS_GOLDEN
,,,,,,,,,,,,,,
Pond_Lvl6_Sand_Color1,Pond,Pond_Lvl6_Sand,,,6,Tint,,,,,,Beige1,SandTint01,TID_CUSTOM_DECORATIONS_OPTIONS_WHITE
Pond_Lvl6_Sand_Color2,Pond,Pond_Lvl6_Sand,,,6,Tint,,,,,,Brown3,SandTint01,TID_CUSTOM_DECORATIONS_OPTIONS_BEIGE
Pond_Lvl6_Sand_Color3,Pond,Pond_Lvl6_Sand,,,6,Tint,,,,,,Orange1,SandTint01,TID_CUSTOM_DECORATIONS_OPTIONS_GOLDEN
,,,,,,,,,,,,,,
Pond_Lvl6_MosaicCenter_Color1,Pond,Pond_Lvl6_MosaicCenter,,,6,Tint,,,,,,Orange1,MosaicTint01,TID_CUSTOM_DECORATIONS_OPTIONS_GOLD
,,,,,,,,,,,,Orange2,MosaicTint02,
,,,,,,,,,,,,Orange3,MosaicTint03,
,,,,,,,,,,,,Beige1,MosaicTint04,
Pond_Lvl6_MosaicCenter_Color2,Pond,Pond_Lvl6_MosaicCenter,,,6,Tint,,,,,,Grey1,MosaicTint01,TID_CUSTOM_DECORATIONS_OPTIONS_DARKGREY
,,,,,,,,,,,,Grey1,MosaicTint02,
,,,,,,,,,,,,Grey1,MosaicTint03,
,,,,,,,,,,,,LightGreyBlue1,MosaicTint04,
Pond_Lvl6_MosaicCenter_Color3,Pond,Pond_Lvl6_MosaicCenter,,,6,Tint,,,,,,DarkGrey2,MosaicTint01,TID_CUSTOM_DECORATIONS_OPTIONS_BLUE
,,,,,,,,,,,,BlueGrey1,MosaicTint02,
,,,,,,,,,,,,BlueGrey1,MosaicTint03,
,,,,,,,,,,,,LightGreyBlue1,MosaicTint04,
,,,,,,,,,,,,,,
Pond_Lvl7_KoiFish,Pond,Pond_Lvl6_Pond,,,7,Asset,sc/decos05_modular.sc,lvl7_koifish,Lvl1,2,,,,TID_MODULAR_POND_LVL7_KOIFISH
,,,,,,,,,,,,,,
Pond_Lvl7_Lilies,Pond,Pond_Lvl6_Pond,,,7,Asset,sc/decos05_modular.sc,lvl7_lilies_b,Lvl1,5,,,,TID_MODULAR_POND_LVL7_LILIES
,,,,,,,sc/decos05_modular.sc,lvl7_lilies_f,Lvl1,12,,,,
,,,,,,,,,,,,,,
Pond_Lvl7_Bamboo,Pond,Pond_Lvl6_Sand,,,7,Asset,sc/decos05_modular.sc,lvl7_bamboo_b,Lvl1,5,,,,TID_CUSTOM_DECORATIONS_OPTIONS_BAMBOO
,,Pond_Lvl6_MosaicCenter,,,,,sc/decos05_modular.sc,lvl7_bamboo_f,Lvl1,12,,,,
,,,,,,,,,,,,,,
Pond_Lvl7_BambooPond,Pond,Pond_Lvl6_Pond,,,7,Asset,sc/decos05_modular.sc,lvl7_bamboo_pond_b,Lvl1,2,,,,TID_CUSTOM_DECORATIONS_OPTIONS_BAMBOO
,,,,,,,sc/decos05_modular.sc,lvl7_bamboo_pond_f,Lvl1,9,,,,
,,,,,,,,,,,,,,
Pond_Lvl7_Pebbles,Pond,Pond_Lvl6_Sand,,,7,Asset,sc/decos05_modular.sc,lvl7_pebbles_b,Lvl1,2,,,,TID_MODULAR_POND_LVL7_PEBBLES
,,Pond_Lvl6_MosaicCenter,,,,,sc/decos05_modular.sc,lvl7_pebbles_f,Lvl1,12,,,,
,,,,,,,,,,,,,,
Pond_Lvl7_Lanterns,Pond,Pond_Lvl6_Sand,,,7,Asset,sc/decos05_modular.sc,lvl7_lanterns,Lvl1,12,,,,TID_MODULAR_POND_LVL7_LANTERNS
,,Pond_Lvl6_MosaicCenter,,,,,,,,,,,,
,,,,,,,,,,,,,,
Pond_Lvl7_KoiFish_Color1,Pond,Pond_Lvl7_KoiFish,,,7,Tint,,,,,,Beige1,FishTint01,TID_CUSTOM_DECORATIONS_OPTIONS_WHITE
,,,,,,,,,,,,Orange2,FishTint02,
,,,,,,,,,,,,Orange2,MouthTint01,
Pond_Lvl7_KoiFish_Color2,Pond,Pond_Lvl7_KoiFish,,,7,Tint,,,,,,Magenta2,FishTint01,TID_CUSTOM_DECORATIONS_OPTIONS_RED
